l3_miss_rate,ipc,branch_miss_rate,l1_misses,l2_misses,instructions,cycles,phase
0.0015501643349739346,2.3207891409495747,0.028294748419317485,996,482,684112.7402564802,801779.4018771176,DenseSequential
0.015532177082156444,1.1625448138545322,0.09832757654726662,964,504,990320.1898742842,966436.7362251424,PointerChasing
0.03244098443502386,0.5289034608148837,0.033625430910929614,989,476,1314627.2044085804,861576.0187229572,SparseRandom
0.02716293271635268,0.7364341255424203,0.034572248119493436,1019,464,1061625.667307301,900237.218591203,SparseRandom
0.012957502409218967,0.9973771900601144,0.07480505233203381,1040,482,1267318.8151089,722275.2065258148,PointerChasing
0.007107604104069807,1.9629894087109163,0.007067270421288362,987,503,1101936.6154484658,549235.809000775,DenseSequential
0.012536725733932982,0.8404528702237538,0.08252511745427865,1041,490,1302708.2871204594,697790.0130950586,PointerChasing
0.003639950556843018,1.6083114756931494,0.02020886488295962,1054,501,1003224.9575800945,949152.7279723135,DenseSequential
0.013230912368939094,0.9372504919802532,0.07715697652796362,1022,490,300990.95550227887,649411.6973447753,PointerChasing
0.035308671620671486,0.8831647563195208,0.03473336675554967,996,472,622295.3174569188,738665.5737515757,SparseRandom
0.006264815478111042,1.6132051914796643,0.01823225836884218,994,503,1091249.8977057065,924724.8300397493,DenseSequential
0.012971317491838741,0.7415448091657058,0.09526638902866295,1011,504,1169599.50679257,592334.6594140495,PointerChasing
0.04383194515329343,0.5806055944197769,0.03815594244596163,1019,458,1356090.5502584812,810323.5486556974,SparseRandom
0.004272775575572288,2.0128355451417117,0.014076440443479464,983,529,1067255.5778495125,738598.9137172063,DenseSequential
0.005559937252639641,2.0649329331441475,0.01798508466052482,1016,478,1061945.3558272005,962675.0795436389,DenseSequential
0.002754555956875403,1.6353825276777116,0.03476934426118274,1000,534,1094096.5992258212,772356.6497250932,DenseSequential
0.008264822607863272,1.76663218159539,0.005,968,505,943574.8446132177,821646.5029152618,DenseSequential
0.004229835439167367,1.9187410600312227,0.011328697842890997,917,451,691309.8113628506,1004648.93662563,DenseSequential
0.03906787272932399,0.424982953366583,0.015219977446958155,952,476,1156693.6212417835,1024843.7694001298,SparseRandom
0.03496634614979895,1.161127367473438,0.03290087899635432,989,476,1061735.0588111233,948278.9156971163,SparseRandom
0.03881058892057433,0.7129582700246762,0.039224811702331094,1055,530,1492602.7377550048,584694.6759429666,SparseRandom
0.03014287211883989,0.6437592809194466,0.02883511647368965,1045,452,1158727.8588660206,920245.9575355538,SparseRandom
0.00608672038475987,1.9746293110405848,0.0498525900260341,987,548,1064931.6471005036,726626.5737223675,DenseSequential
0.02508455586193095,0.5674617033023929,0.05714816939486321,1016,501,1384988.1026374113,984695.6395353029,SparseRandom
0.024483020342869644,0.8295565362205086,0.07426587356392694,1021,509,998393.2792881456,808273.183601238,PointerChasing
0.016888092032100465,0.8169099033922501,0.10707419679953023,1000,483,901324.8145005294,772866.4317610873,PointerChasing
0.03229924345417937,0.9372831181035217,0.019674667237905893,1023,493,893459.7824890044,1090919.5324355187,SparseRandom
0.0043145709669464615,2.426512411434218,0.011303369187253056,1015,473,847927.2717567739,1077806.0067220505,DenseSequential
0.00438090712137202,2.3816786997174857,0.034313667818311834,1003,488,989839.8422760933,1127859.5925083861,DenseSequential
0.013672385692833255,0.915623138496693,0.09853040368692889,994,524,942052.5826295278,895830.0044043274,PointerChasing
0.019293317195387873,0.618557780099162,0.03842960502218954,943,486,1076164.939167582,775052.4410105475,PointerChasing
0.014337872075283316,1.1645485663759574,0.07714450093658613,1018,509,793437.1180983604,1056598.8008886478,PointerChasing
0.01594335223754999,1.1020741700380663,0.08570972325376107,954,506,760929.4882600731,790950.09163699,PointerChasing
0.021906533152051197,0.7286811922142609,0.018903906320969693,994,484,1157699.789470204,968462.0599010958,SparseRandom
0.029708273007734393,0.7490583485273871,0.021385565705357136,1010,531,910550.9790425386,745432.3205585193,SparseRandom
0.0028378869191834754,1.8639589884713068,0.019685608296252235,1051,492,1235650.5695096005,775988.8270087542,DenseSequential
0.019928050124730215,0.673244125495752,0.04554282441611026,993,531,1103455.0854722613,931430.8987507491,SparseRandom
0.016773864343140044,0.6079428187882376,0.04400320929223125,1025,488,1055847.5508550704,631290.8540870089,PointerChasing
0.005519765588496847,1.7480784527148392,0.01776797745365195,981,485,1006095.2827841258,767819.3503223055,DenseSequential
0.019770822570954617,0.8369615880153112,0.0763778087519098,997,513,1124184.311377833,825238.8653531887,PointerChasing
0.025741820016334488,0.8061603167345459,0.029876340617576352,974,490,1027645.0473003681,678535.9187600102,SparseRandom
0.01093765083853833,0.6358716680940387,0.08484516313240573,980,485,1023599.5152288128,889285.7546082747,PointerChasing
0.012943600378347308,0.998543869313405,0.07856971981454036,1005,492,1011184.1321846436,863591.6058605949,PointerChasing
0.006190314050873827,1.9589078263070192,0.027789365035121142,1004,527,654845.7750374854,881198.1941012418,DenseSequential
0.027241600401035432,0.5087728594082921,0.034414197598929504,1039,541,870295.6740990693,751761.847336144,SparseRandom
0.02484828342475548,0.7495422356477064,0.04670668029948974,1079,515,1269785.5012238165,997240.5568010444,PointerChasing
0.01846293676369636,0.8006464769064993,0.03512543628399402,953,500,1369532.0005884897,1043023.8027435062,SparseRandom
0.01433040628832647,0.5240565277230886,0.041772087874169146,1024,507,843991.3683700096,981689.824473952,SparseRandom
0.008102303951045046,1.8171039374691254,0.025514762752395233,986,541,926443.094685789,946373.5005932845,DenseSequential
0.011392796250848972,0.7821712909031221,0.10290433373143318,970,477,1056526.7712519784,775392.9217777695,PointerChasing
0.007125600062686326,0.919338140577364,0.08114751107613963,975,534,857240.1067722603,801838.3145947312,PointerChasing
0.005553381598660038,1.573810623339997,0.01164857098369977,1000,484,917315.2458727118,1036381.3714252954,DenseSequential
0.019041291892012827,0.6475532861234288,0.030052052618949464,968,475,998707.6811841921,900648.8978133386,SparseRandom
0.014434146758549682,0.9296405937255796,0.05495177631028911,959,501,760363.8494077455,796582.1547743335,PointerChasing
0.0035603115832105827,2.0650979812460015,0.031210306673244717,1004,472,798426.417355574,795382.0246379877,DenseSequential
0.006425996860344776,2.156303816538469,0.023161559571827785,932,515,1311039.7068294683,492884.4221343875,DenseSequential
0.037963400197488326,0.44079026143521427,0.02817098432576073,1046,510,1020135.1006197868,726819.6367889307,SparseRandom
0.03578909818069134,0.7650518996459164,0.046009079918889154,1063,502,891583.2889904242,940207.6618742738,SparseRandom
0.008095010402660124,2.038046616165664,0.008977078501635767,1014,496,1008812.5134813199,674392.88154763,DenseSequential
0.03727167988892101,0.7174409984074533,0.023361668971743098,1050,511,1105653.987783021,803126.2223206658,SparseRandom
0.003205491257028337,2.165628555509195,0.019284007481419334,1005,489,1051350.1597323576,703583.5425650078,DenseSequential
0.004344675706804464,1.8155837657421898,0.008611668822192308,1013,490,590097.0967623349,926668.3808107498,DenseSequential
0.018487733424928557,0.7712825167068752,0.02675258064918026,943,522,754616.8647409519,802430.9899226078,SparseRandom
0.018446912714878125,1.2137067877418652,0.06344537220606834,1000,562,1180931.4963819683,714729.5747938371,PointerChasing
0.003815212151522262,2.008916234237015,0.049490944253087255,928,504,542844.5511010101,787432.5350166403,DenseSequential
0.021462044652343644,0.8788814081422643,0.058280945328429305,1020,484,1282413.886161856,691539.5232476103,PointerChasing
0.013468093179188212,1.1709785863043678,0.10111596476933143,995,467,884048.0246551954,963405.2433437556,PointerChasing
0.006077820087369318,2.401827866447737,0.028132051867479774,949,528,774547.2414891706,808985.7885194657,DenseSequential
0.02060064703165522,0.5546393594586488,0.07360519571464992,991,474,1284726.2363637027,834801.9632612043,PointerChasing
0.0059934283060224655,2.2198066309758007,0.013248217250256185,994,498,1308088.2479553346,813196.0320693754,DenseSequential
0.007610957614308658,1.8031057859530142,0.026659242520544614,1009,509,1018411.0274623984,666268.4765218243,DenseSequential
0.034001696052004975,0.8645145842400961,0.03930533319324592,998,460,980562.0912353127,603762.0116863443,SparseRandom
0.024923058716102894,0.5093684990489815,0.02838356205521389,1017,477,1156493.2043749348,906994.7264930948,SparseRandom
0.011373299795926215,0.8532417264800566,0.06419337236603065,1033,480,1010310.4434865527,759738.8563887557,PointerChasing
0.025005488071147865,0.5343638872252983,0.02717875056862265,1013,495,1367588.4059984551,914309.5810793897,SparseRandom
0.010264764129674782,2.2120975635488875,0.015483405238403773,998,483,1209455.2817118925,646436.6078438225,DenseSequential
0.03534347213453784,1.077525024125201,0.022771652048217503,1014,508,723922.0306551865,722091.3016864186,SparseRandom
0.032928288435866836,0.9539226525199686,0.024818659433331426,944,496,586436.3247045397,904712.5197376502,SparseRandom
0.02224646214201913,1.1106139435189826,0.1085307230881328,972,465,859555.9027848842,738734.3598091011,PointerChasing
0.05171802667396602,0.6875727867061383,0.020843677036415403,1016,471,1003443.9165461122,859116.7895556287,SparseRandom
0.007376786546896169,1.5582389800511434,0.018126709815936254,1012,497,1019486.8220594606,950961.6560039832,DenseSequential
0.0035936471497482253,1.5470260214051426,0.02820344012612456,954,489,788239.970350436,856589.488901334,DenseSequential
0.005754423750129042,1.7141987334359667,0.022147131831705264,997,529,730400.8431265661,1038428.4554155794,DenseSequential
0.024111964162756988,1.063635105094295,0.056042925093481785,1000,517,839091.4770611835,1112610.6910478733,PointerChasing
0.03734106335807249,0.8273106413746528,0.02165170089453327,1023,511,1077571.5086831192,846523.073915226,SparseRandom
0.033308670284063514,0.8775607871157697,0.02726847753480098,998,450,813488.1223106589,717270.8899847555,SparseRandom
0.04410692320420895,0.5450395643728941,0.0334936355348238,995,446,919186.1099495053,625949.4715849773,SparseRandom
0.004868499477854025,2.387504236266178,0.029854496856152185,1073,512,993591.5258639026,475695.15501088416,DenseSequential
0.008257231091142583,1.725392662144936,0.018685274043283323,1003,502,988313.9762005024,739280.693086956,DenseSequential
0.003232285127597734,1.7941086603219958,0.024258872061930357,1025,527,791032.7372193858,855897.2279720083,DenseSequential
0.049530596955398964,0.7206235164891274,0.012285774485561559,987,500,1448122.4240348565,937329.4687587115,SparseRandom
0.025637369678199712,0.5054344214834086,0.03499558908249203,1035,467,1337148.8383947923,716893.342386788,SparseRandom
0.00511891967804844,1.0371116726434368,0.10408002260171303,972,508,1000346.9871747746,794016.9871449347,PointerChasing
0.010011218604465327,0.7586293196971313,0.08455418236951917,980,509,610435.2533798106,779951.0400106367,PointerChasing
0.02184090464851447,0.8867620852149993,0.024321921578158944,1053,507,732834.6309698956,934064.2696081746,SparseRandom
0.005146393590772149,0.7587553291863847,0.08858013696032775,998,518,568086.6644714682,754127.0805010553,PointerChasing
0.014886612372563295,0.6795816088814882,0.054002511852630955,982,480,947605.6290287353,999388.3444370122,PointerChasing
0.009720776812830796,1.2421617088228634,0.08013095933273269,1006,513,836943.9341217756,1018299.3402323297,PointerChasing
0.004874641805453657,1.8926499037796891,0.010838080845187576,965,474,944622.1288462393,789071.3466738417,DenseSequential
0.009412069786883378,0.8754457148626379,0.09149385987415198,1033,525,677429.8130471662,733793.9579454606,PointerChasing
0.016319330104514727,0.9311503815662561,0.0991915178477027,993,471,568503.2341625241,630821.5630781366,PointerChasing
0.018662382646190495,1.0152385500656844,0.08149703624431236,1009,460,1080940.822532088,996788.9862996876,PointerChasing
0.00788254657813223,2.127393036178281,0.023476764835383364,958,474,529908.8294751279,680604.4439224253,DenseSequential
0.024100846037500668,0.7661226522180812,0.03237875156348867,1035,483,1013317.7653805843,603241.9350633965,SparseRandom
0.015657613650390784,0.9359332077743174,0.08273465311743021,989,521,659016.9838542069,822315.5523874124,PointerChasing
0.0018321943530285535,1.5681366996529174,0.02543479378670093,1012,514,1348972.2813246986,800459.017510786,DenseSequential
0.006064307062077742,0.9767310047733578,0.10831821280985354,1012,482,1121137.2422258386,716101.7033786476,PointerChasing
0.004961967584194623,1.6270468797819841,0.03211943985386401,1016,502,704747.491199644,975599.2443976491,DenseSequential
0.026105964384746234,0.9309995121083234,0.02685398552557951,974,509,1303079.3498527184,736733.4703418554,SparseRandom
0.004553074429348298,1.5031115590288988,0.005,920,508,1209679.9775627083,692890.2323026732,DenseSequential
0.006748227479227353,1.0388422085890452,0.07602768554243072,984,474,944825.2088366919,705021.9589176193,PointerChasing
0.0275204579267211,0.46613694698270614,0.023062333925032492,997,463,1197919.865918094,780497.9040117303,SparseRandom
0.01836306445544921,1.3326949707400284,0.0654896339111617,982,522,1003676.406554204,642123.6633790941,PointerChasing
0.021616381199991923,0.3988504398871666,0.031634477466174774,1039,471,1010215.2608930157,477930.1850050952,SparseRandom
0.029687385858457538,0.6281429391387167,0.006114685375223139,927,485,1094078.5484018314,820829.5983800823,SparseRandom
0.004050109377678088,1.8102250404777678,0.011012159516768719,1028,468,1164820.5793711413,765834.3531314548,DenseSequential
0.004176246067755065,1.9102096520448535,0.025346290861224353,965,471,622774.2592097947,759929.3771087368,DenseSequential
0.03197675566954245,0.7242957158658115,0.02355104141355662,1044,454,1395141.020246015,512554.88510034396,SparseRandom
0.0353034290167058,0.6113141163529928,0.014894539496305035,1040,534,1220616.6556586735,880443.5093848202,SparseRandom
0.007007065795784048,2.148248036213556,0.01865720837813696,965,500,1348188.2973193983,838209.6706070314,DenseSequential
0.02445364924297015,0.777970050883971,0.08104745679449993,998,480,1051562.9410509977,534014.2132606381,PointerChasing
0.0054946278559100704,1.469401917791528,0.08810708338658271,1006,492,1062278.7002156146,878922.3237685019,PointerChasing
0.004867840402705367,1.8969503142554345,0.025555126463422485,1004,475,1047244.7292528466,667784.9442159507,DenseSequential
0.010087918797595314,1.1650617994535477,0.1111725303392563,971,519,1096782.3884758945,778275.8758909793,PointerChasing
0.014103359860634842,0.7095203229739054,0.03294427060229282,997,508,580617.1641549643,1040968.755196796,PointerChasing
0.029706482978843055,0.3046356862104818,0.02121878296394547,1051,500,1402180.6070826869,1097490.898388114,SparseRandom
0.005244019629290723,2.022638247321568,0.011956842403400076,1000,485,804349.0123879046,1128562.5501782633,DenseSequential
0.01527869886663184,1.0284948893145238,0.07362522200845041,964,520,1040287.3087834571,751313.4890323034,PointerChasing
0.03884842582801158,0.7375883552865512,0.02607770388655976,997,484,1147404.5711112628,913813.4288984059,SparseRandom
0.008246012886946576,0.8002042513888229,0.07967950019172763,1001,525,561602.9402951172,689571.9934867071,PointerChasing
0.03361914270730527,0.4371600940753781,0.03913607217568034,1022,498,1016405.9858776231,741323.2754546419,SparseRandom
0.005094797342632828,1.3215890798199614,0.017049100857620937,985,450,958846.6012645656,938851.5136570805,DenseSequential
0.02537263352003662,0.7274682649130209,0.034261565596461846,988,468,855922.3282399056,655190.5761227449,SparseRandom
0.005427959821468444,1.54484386373721,0.007623375776727021,1018,491,940426.6390086277,1131478.3498622696,DenseSequential
0.020639624927584137,0.9389257155834823,0.12784596767339518,972,500,1224961.2613395753,796055.5698701539,PointerChasing
0.02950089766958838,0.6552666856393111,0.012040172654159766,967,508,1549756.483182013,650520.737507216,SparseRandom
0.011083456216374682,0.9540927017461114,0.10754733157562303,1001,448,978541.211313224,736262.9692087106,PointerChasing
0.00617371418760054,2.290029459690329,0.020224658928120465,959,475,746141.7789513791,1027992.8008871449,DenseSequential
0.004470686333524088,1.503422667854725,0.04023606219229639,954,543,1214508.3599145517,849907.8994377782,DenseSequential
0.005428187488260408,1.6195897068146359,0.04024309623286852,987,480,900172.2097059268,1045581.746705428,DenseSequential
0.008986544855525662,0.9983559779201382,0.07673443229543393,943,474,1030513.8497481869,577139.080141624,PointerChasing
0.028604579570720965,0.5431358059399488,0.01734363554910189,959,552,503491.2028178323,708514.5939576196,SparseRandom
0.014702259198906636,0.7860725283012996,0.01338419010822008,995,492,688247.5493723716,839723.6363697167,SparseRandom
0.002440846066528597,1.7493534830429969,0.024632885301181063,940,534,954838.6501847917,741714.7669263196,DenseSequential
0.04230460047759975,0.5027119001801507,0.042891318354374444,978,486,1143375.9069638904,1053323.3288454015,SparseRandom
0.0306589160860224,0.9494607301329355,0.02758936777534219,1008,467,935451.0894553316,873988.1264289548,SparseRandom
0.011157761616910476,1.53375234665937,0.006613942002767513,941,485,1058275.7969631893,756790.5802473082,DenseSequential
0.041630009697053036,0.6328442764519155,0.04363607295199699,1031,475,897778.957534243,789422.0670908871,SparseRandom
0.018117997635260067,0.7585777837413581,0.05175482745164399,984,526,1106447.5473703034,874739.7060793823,PointerChasing
0.005195352197097663,1.667015324642547,0.00883475560051341,1031,499,1189361.5133023742,576820.7444764066,DenseSequential
0.020033123157982575,0.9983115838805174,0.06073001878967897,989,472,886371.0189489172,842578.593474329,PointerChasing
0.0059849025280162985,1.4916974577222126,0.009026974723671559,1017,542,1121827.1038107027,660760.1242016007,DenseSequential
0.007533822298373245,2.301771716051311,0.028868873900973004,970,518,780216.7490543613,791324.508143361,DenseSequential
0.023439027639943585,0.6084630876641843,0.024192589094435495,1001,492,835227.7378753826,675778.9793580655,SparseRandom
0.020776486709380818,0.7456964355436383,0.0218028497713261,1002,509,1266727.7123719654,846370.7281002197,SparseRandom
0.007271131280361198,1.592128440661228,0.026045153263553666,991,504,701507.5459988015,889917.6029482556,DenseSequential
0.010614330307762876,1.2612564592765199,0.09109734480428977,936,527,1016119.16480595,680109.5413129381,PointerChasing
0.025647518029948316,0.6508303365112033,0.03336322969321281,1014,534,1215024.1497963513,1001412.1404975149,SparseRandom
0.018768049491246223,0.6727155699444768,0.026639333034942595,1006,490,1388803.5300000883,886580.8478791927,SparseRandom
0.016515769141881367,0.8337895662499285,0.08691887335960133,1026,467,1180172.8881097988,841046.8981204685,PointerChasing
0.01125166524527043,0.8367767438739179,0.09778635814658707,1010,520,1071564.2125039797,819953.1107135895,PointerChasing
0.002983827378165192,1.9547817653112298,0.02651136241823657,1005,546,718582.5610431966,824972.7908865721,DenseSequential
0.012197213274528159,0.9183437899496731,0.07355517692328559,992,513,890124.8462786545,893736.5132703264,PointerChasing
0.01621810010744912,1.0790920447349666,0.058124631995489826,1047,491,949914.5565126478,890568.3606097638,PointerChasing
0.02986496755407023,0.6042891466564563,0.026463474451184486,963,503,1203724.902006762,849950.3194173559,SparseRandom
0.011843510241211823,0.9490082016446513,0.02721880135633666,1039,484,975945.6121348469,945114.4128731086,SparseRandom
0.01488807671751595,0.9670436692434744,0.06924343260269955,1020,518,1169617.431760185,966229.6844638828,PointerChasing
0.005056636752260923,2.1228021415795797,0.016403703275475377,993,524,1588609.6670537242,767720.5514659729,DenseSequential
0.004560656224324976,1.6954043596776422,0.020005279588565975,951,538,754764.1284374633,678852.4163379853,DenseSequential
0.004973005550524132,1.9197669367815837,0.024763577693562192,964,492,995628.6505115753,854450.6427209115,DenseSequential
0.005664628023959183,1.6069445308859571,0.030176614668435027,1001,549,632296.2753455858,968145.0535421567,DenseSequential
0.04391457966955942,0.5356638347389955,0.03229572641074253,990,540,854506.8587532656,741842.4700262649,SparseRandom
0.018492877404310097,1.2516544315750557,0.05880962830611647,977,490,870310.7729167503,612741.8281809422,PointerChasing
0.009982598325237381,0.5716357192111317,0.026135051096772097,960,551,1327656.2366272844,862349.505880791,SparseRandom
0.025001289654949677,0.5833668565488087,0.02801330866177097,984,530,1082729.5796564748,536565.4648280635,SparseRandom
0.006221171490567647,2.0280167891068808,0.00957955587756897,977,481,1307839.4400349814,915370.366896505,DenseSequential
0.018876153644188768,0.6323316349356121,0.10834154066686288,933,550,739042.8497082945,1079071.4529788443,PointerChasing
0.020119971819970592,0.661403726447862,0.039177721505515004,1030,480,973264.8170690377,706829.7801805639,SparseRandom
0.0029295153551612517,1.9143475154648333,0.02239404500535377,965,496,988409.8916474564,887085.1530553423,DenseSequential
0.0025382713671320894,2.0103518226932695,0.005324747342475599,961,479,866861.3070212906,497764.81512400875,DenseSequential
0.01890714459732764,0.9210319963702425,0.07677105733660265,1039,492,723542.819172794,967584.499660087,PointerChasing
0.051482968637869594,0.8467900956728477,0.027340758059275667,1075,556,1078173.9815603918,697090.7710184482,SparseRandom
0.003940479592465922,1.722287356253789,0.015467515909769866,1025,508,524313.6680253344,679659.224909822,DenseSequential
0.03817467126698372,1.0030636188647604,0.02031664136746441,997,501,1015615.5427791979,586604.9796178394,SparseRandom
0.0313931963072956,0.4514998326161225,0.030974889390236966,975,473,1243733.042157784,684482.133915237,SparseRandom
0.02228718974685218,1.002608584673163,0.06589343338114666,971,507,1435190.8323670973,705952.4339342543,PointerChasing
0.0019612600680919733,2.1683006977419876,0.00747606555586881,945,535,1195286.2754396137,815927.4379160324,DenseSequential
0.008753591625116132,1.5140014175223864,0.018154746423441503,1007,463,877764.5695961346,890616.1183158567,DenseSequential
0.030163742419312935,0.3779473762416399,0.028135635841784457,1059,492,919826.9329980596,886924.8106400967,SparseRandom
0.0012584161579482886,1.3312362429340372,0.028584511166566653,1060,490,955996.3944680652,440587.65675043757,DenseSequential
0.02066880911313858,0.852733629943799,0.03316273780259714,967,500,1041301.1250291661,1167321.845861034,SparseRandom
0.014369292250613409,0.6972412518060553,0.04631812541305189,1004,502,862810.5492190507,691679.7694506878,PointerChasing
0.0059428311127728084,1.724986045620314,0.01769475374819749,953,501,1166635.8862540363,611989.7422557472,DenseSequential
0.01531591834403878,1.3634707531229724,0.06204138213239886,1035,505,1191452.6152358328,661021.4350488598,PointerChasing
0.006779261591246874,1.5842540042272741,0.0236873314731752,1025,488,1283891.1361595679,992615.7042768346,DenseSequential
0.01227136979681903,0.6637618118808566,0.035444008853268365,977,528,665220.4143302424,775803.0915839693,PointerChasing
0.04355805339431501,0.7387323529033598,0.04530185623796561,1006,468,1152858.5162840867,779803.3862262807,SparseRandom
0.007614285508564856,2.212712043993486,0.02050887701856018,1018,506,1024857.1389701702,756502.796834504,DenseSequential
0.004821759920974424,1.4109504156132462,0.026897078052451943,1005,541,1004886.3680356068,848139.5092888486,DenseSequential
0.032047978772819175,1.0115810864636714,0.030322648107712527,969,515,381142.1501817221,1209274.961794491,SparseRandom
0.003706854231514947,1.3744902801200904,0.016128693502104854,987,517,1258092.14827527,1118149.0348767664,DenseSequential
0.003938262454159359,2.2846748470644695,0.005,1014,521,1080000.0011227133,839115.0226224595,DenseSequential
0.011675167443400017,0.7817908558546317,0.07327699994564496,958,476,1174584.3964714408,820022.6743121768,PointerChasing
0.015027676055158267,0.9030784657350446,0.03373653405621148,982,516,1042476.017204698,679488.5810311345,SparseRandom
0.02393916167780341,0.5370628693524659,0.03284566790474526,1014,505,1022537.0400320748,894370.2947386676,SparseRandom
0.006654366498072047,1.7157974769399678,0.040895387216947736,1011,550,1006479.2427367157,792830.1124422816,DenseSequential
0.026604698433340134,0.7369925174684173,0.04299871243530604,974,524,931996.0418753086,721836.6556803626,SparseRandom
